Table ID,Table Label,Data Type,Category,Confidence,Record Family,Is Custom
CUSTOMRECORD_8299_LICENSE_SERVER,License Server Details,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_MEYER_CUST_LIFECYCLE_STAGES,Lifecycle Stage,Customizations,Custom Lists,high,OTHER,No
LimitType,Limit Type,Customizations,Custom Objects,medium,OTHER,No
SubscriptionLineType,Line Type,Customizations,Scripts,high,OTHER,No
CUSTOMLIST_ATLAS_LINK,Link,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_NS_IBE_LINKAGE_TYPES,Linkage types,Customizations,Custom Records,high,CUSTOM,Yes
TranLinkType,Link Type,Customizations,Custom Objects,medium,OTHER,No
InboundShipmentLink,Link Type,Transaction Data,Order Management,high,OTHER,No
CUSTOMRECORD_EB_LINK_WORKORD_TO_SALESORD,Link Work Order to Sales Order,Transaction Data,Sales,high,CUSTOM,Yes
CUSTOMLIST1370,List for Freight Charges,Customizations,Custom Lists,high,OTHER,No
Locale,Locale,System Data,Other System,low,OTHER,No
CUSTOMLIST_12194_PROCESSING_RESULT,Localization Processing Result,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_SUITE_L10N_VARIABLE,Localization Variables,Customizations,Custom Records,high,CUSTOM,Yes
Location,Location,Setup Data,Company,medium,SETUP,No
CUSTOMRECORD_EB_LOCATIONATTACHMENTS,Location Attachments,Setup Data,Company,medium,SETUP,Yes
LocationCalendarHour,Location Calendar Hour,Setup Data,Company,medium,SETUP,No
LocationCostingGroup,Location Costing Group,Setup Data,Company,medium,SETUP,No
LocSegmentMapping,Location Mapping,Setup Data,Locations,high,OTHER,No
LocationType,Location Type,Setup Data,Company,medium,SETUP,No
LoginAudit,Login Audit Trail,System Data,Audit,high,OTHER,No
IPRestrictions,Login Restrictions,System Data,Audit,high,OTHER,No
ItemSupplyLotSizingType,Lot Sizing Method,List Data,Items,high,ITEM,No
manufacturingComponent,Manufacturing Component,Transaction Data,Purchases,high,OTHER,No
ManufacturingCostTemplate,Manufacturing Cost Template,Transaction Data,Manufacturing,high,OTHER,No
manufacturingOperationTask,Manufacturing Operation Task,List Data,Activities,high,OTHER,No
MfgPlannedTime,Manufacturing Planned Time,Transaction Data,Employees,medium,OTHER,No
MfgProject,Manufacturing Project,Transaction Data,Manufacturing,high,OTHER,No
ManufacturingRouting,Manufacturing Routing,Transaction Data,Manufacturing,high,OTHER,No
manufacturingTransaction,Manufacturing Transaction,Transaction Data,Bank,medium,TRANSACTION,No
mapReduceScript,Map/Reduce Script,Customizations,Scripts,high,OTHER,No
mapReduceScriptDeployment,Map/Reduce Script Deployment,Customizations,Scripts,high,OTHER,No
CUSTOMRECORD_SAS_MAPPING_SETUP,Mapping Setup,Setup Data,Company,high,CUSTOM,Yes
MaritalStatus,Marital Status,System Data,Other System,low,OTHER,No
Campaign,Marketing Campaign,System Data,Other System,low,OTHER,No
markupItem,Markup,List Data,Items,high,ITEM,No
massUpdateScript,Massupdate Script,Customizations,Scripts,high,OTHER,No
massUpdateScriptDeployment,Massupdate Script Deployment,Customizations,Scripts,high,OTHER,No
verificationMatchCode,Match Code,System Data,Other System,low,OTHER,No
CUSTOMLIST_MFGMOB_PREFERENCE_NUMLIST,Maximum Number of Line Items,Setup Data,Company,high,OTHER,No
MediaType,Media Type,Customizations,Custom Objects,medium,OTHER,No
MemDoc,Memorized Transaction Definition,System Data,Workflow,high,OTHER,No
memDocTransactionTemplate,Memorized Transaction Template,Transaction Data,Bank,medium,TRANSACTION,No
MerchandiseHierarchyLevel,Merchandise Hierarchy Level,System Data,Other System,low,OTHER,No
MerchandiseHierarchyNode,Merchandise Hierarchy Node,System Data,Other System,low,OTHER,No
MerchandiseHierarchyVersion,Merchandise Hierarchy Version,System Data,Other System,low,OTHER,No
CUSTOMRECORD_EB_MERGE_ORDER,Merge Order,Customizations,Custom Records,high,CUSTOM,Yes
MergeType,Merge Type,Customizations,Custom Objects,medium,OTHER,No
Message,Message,List Data,Communications,high,OTHER,No
MessageType,Message Type,List Data,Communications,high,OTHER,No
CUSTOMRECORD_SUITE_L10N_METRICS,Metrics,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_BADGEIDSUBRECORD,Mfg Mobile - Badge Details,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_BADGEIDS,Mfg Mobile - Badge Ids,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_BADGELOGDETAILS,Mfg Mobile - Badge Log Details,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_MFGMOB_BADGESTATUS,Mfg Mobile - Badge Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_MFGMOB_BADGESTATUSSUMMARY,Mfg Mobile - Badge Status Summary,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_CONSUMPTION_SERIALNO,Mfg Mobile - Consumption Serial Numbers,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_MATERIALCONSUMPTION,Mfg Mobile - Material Consumption,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_MFGMOB_MESSAGESEVERITY,Mfg Mobile - Message Severity,List Data,Communications,high,OTHER,No
CUSTOMLIST_MFGMOB_MESSAGESOURCE,Mfg Mobile - Message Source,List Data,Communications,high,OTHER,No
CUSTOMRECORD_MFGMOB_OPERATIONDETAILS,Mfg Mobile - Operation Details,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_PAUSEREASONCODES,Mfg Mobile - Pause Reason Codes,Setup Data,Users,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_PREFERENCES,Mfg Mobile - Preferences,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_PRINT_TEMPLATE,Mfg Mobile - Print Preferences,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_PRODUCTIONREPORTING,Mfg Mobile - Production Reporting,List Data,Items,high,ITEM,Yes
CUSTOMRECORD_MFGMOB_PRODUCTION_SERIALNOS,Mfg Mobile - Production Serial Numbers,List Data,Items,high,ITEM,Yes
CUSTOMRECORD_MFGMOB_REASONDETAILS,Mfg Mobile - Reason Details,Transaction Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_REPORTSCRAP,Mfg Mobile - Report Scrap,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_RUNDETAILS,Mfg Mobile - Run Details,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_RUNDOWNTIME,Mfg Mobile - Run Downtime,Transaction Data,Employees,medium,CUSTOM,Yes
CUSTOMLIST_MFGMOB_OP_RUNSTATUS,Mfg Mobile - Run Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_MFGMOB_SA_MATERIALCONS,Mfg Mobile - SA Material Consumption,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_SA_PRODREPORTING,Mfg Mobile - SA Production Reporting,List Data,Items,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_SA_WORKDETAILS,Mfg Mobile - SA Work Details,Transaction Data,Manufacturing,medium,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_SCRAPREASONCODES,Mfg Mobile - Scrap Reason Codes,Transaction Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_SCRAPREASONDETAILS,Mfg Mobile - Scrap Reason Details,Transaction Data,Sales,high,CUSTOM,Yes
CUSTOMLIST_MFGMOB_SETUPSTATUS,Mfg Mobile - Setup/Run Status,Setup Data,Company,high,OTHER,No
CUSTOMRECORD_MFGMOB_SETUPDETAILS,Mfg Mobile - Setup Details,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_SETUPDOWNTIME,Mfg Mobile - Setup Downtime,Setup Data,Company,high,CUSTOM,Yes
CUSTOMLIST_MFGMOB_OP_SETUPSTATUS,Mfg Mobile - Setup Status 2,Setup Data,Company,high,OTHER,No
CUSTOMRECORD_MFGMOB_SHIFT,Mfg Mobile - Shift,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_MFGMOB_TRANSACTIONTYPE,Mfg Mobile - Transaction Type,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMRECORD_MFGMOB_UPDATE_AUTOISSUE,Mfg Mobile - Update Auto-Issue,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_WORKCENTER_PREF,Mfg Mobile - Work Center Preference,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_WORKDETAILS,Mfg Mobile - Work Details,Transaction Data,Manufacturing,medium,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_WORKMESSAGES,Mfg Mobile - Work Messages,List Data,Communications,high,CUSTOM,Yes
CUSTOMLIST_MFGMOB_WORKSTATUS,Mfg Mobile - Work Status,Transaction Data,Manufacturing,medium,OTHER,No
CUSTOMRECORD_MFGMOB_WORKWORKORDERDETAILS,Mfg Mobile - Work Transactions Details,Transaction Data,Manufacturing,high,CUSTOM,Yes
CUSTOMRECORD_NS_IBE_MIGRATION_BUNDLE,Migration Bundle,Customizations,Custom Records,high,CUSTOM,Yes
BillingMilestone,Milestone,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMRECORD_SAS_MIRROR_APPROVAL,Mirror Approval,Customizations,Custom Records,high,CUSTOM,Yes
mitPurpose,Mit Purpose,Transaction Data,Purchases,high,OTHER,No
CUSTOMRECORD_MFGMOB_OPERATIONS_INPROCESS,MM - Operations In Progress,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MFGMOB_PRINT_INTERMEDIATE,MM - Print Intermediate Record,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_ACCOUNT_PREF,Mobile - Account Preference,Setup Data,Company,high,ACCOUNTING,Yes
CUSTOMRECORD_MOBILE_ACTION,Mobile - Action,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_ACTION_TYPES,Mobile - Action Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_APP_ATTACHMENT,Mobile - App Attachment,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_TRANSAC_ATTACHMENT,Mobile - App Attachment Set,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_APPLICATION_DEFAULTS,Mobile - Application Default,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_APP_RESTLET_CONFIG,Mobile - Application Restlet,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_QUEUES,Mobile - App Request,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_ACCOUNT_SETUP_QUEUE,Mobile - App Setup Queue,Setup Data,Company,high,ACCOUNTING,Yes
CUSTOMRECORD_MOBILE_NO_CODE_QUEUE,Mobile - Attach Files Status,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_APP_ATTCH_AUDIT,Mobile - Attachment Details,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_COLOR_OPTION,Mobile - Color Option,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_CONFIG_CLR_UPDATE_BY,Mobile - Color Updated By,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_INJECTION_REC_TYPES,Mobile - Config Record Type,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_CONFIG_INJECTION,Mobile - Configuration,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_CONFIG_COL_MERGE_CRI,Mobile Configuration - Merge,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_INJECTION_VAL_TYPES,Mobile - Config Value Type,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_CONTENT_AREA,Mobile - Content Area,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_CONFIG_TABLE_COLUMN,Mobile - Custom Column,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_CONFIG_TABLE_COLUMNS,Mobile - Custom Column Setup,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_CUSTOM_COL_MERGE_CRI,Mobile Customization - Merge,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_DATA_TYPE,Mobile - Data Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_DEPENDENCYLOOKUP,Mobile - Dependency Lookup,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_HTTP_METHODS,Mobile - HTTP Method,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_IMPORTED_PROCESS,Mobile - Imported Process,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_INFO_SCREEN_ELEMENT,Mobile - Info Screen Element,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_PARAM,Mobile - Input Parameter,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_INTERIM_ELK_LOGS,Mobile - Interim ELK Logs,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_LABELS,Mobile - Label,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_HIBC_LIC_CODE,Mobile - Labeler ID,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_LAYOUT,Mobile - Layout,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_MENU_ITEMS,Mobile - Menu Item,List Data,Items,high,ITEM,Yes
CUSTOMRECORD_MOBILE_MESSAGES,Mobile - Message,List Data,Communications,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_NO_CODE_CONFIG,Mobile - No Code Settings,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_OUTPUT_CONFIGURATION,Mobile - Output Parameter,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_PAGE,Mobile - Page,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_PAGE_ELEMENT,Mobile - Page Element,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_ELEMENT_SIZES,Mobile - Page Element Size,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_ELEMENT_TYPES,Mobile - Page Element Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_IND_PAGE_MAPPING,Mobile - Page Mapping,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_PAGE_TYPE,Mobile - Page Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_ACT_PREF_KEYS,Mobile - Preference Key,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_PRINT_CUS_EVALUATION,Mobile – Printing Custom Value,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_PRINT_CUS_EVAL_FIELD,Mobile – Printing Default,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_PRINT_REPORTS,Mobile - Print Reports,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_PROCESS,Mobile - Process,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_REGISTERED_APPS,Mobile - Registered App,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_ROW_COLOR,Mobile - Row Color,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_CONFIG_ROW_COLOR,Mobile – Row Color Setting,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_CONFIG_ROW_CLRS_PRNT,Mobile – Row Color Settings,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_CONFIG_DATA_TABLES,Mobile - Setup Details,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_SEQ_SUB_ACTIONS,Mobile - Sub-action,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_TABLE_COLUMN,Mobile - Table Column,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_TABLE_CONFIGURATION,Mobile - Table Configuration,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_TARGET_CUSTOM_RECORD,Mobile - Target Custom Record,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_TEXT_STYLE,Mobile - Text Style,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_TOGGLE_STATES,Mobile - Toggle State,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_TRANSLATION_TEXT,Mobile - Translation Text,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MOBILE_TABLE_COL_LOCATION,Mobile - Trans Tbl Col Loc,Setup Data,Company,medium,SETUP,Yes
CUSTOMRECORD_MOBILE_TBL_FOOTER_BUTTON,Mobile - Trans Tbl Footer Btn,Customizations,Custom Records,high,CUSTOM,Yes
ApplicabilityModeType,Mode,Customizations,Custom Objects,medium,OTHER,No
CUSTOMRECORD_NS_IMP_REQ_MODULE,Module,Customizations,Custom Records,high,CUSTOM,Yes
companyBudgetMonths,Month,Setup Data,Company,high,ACCOUNTING,No
monthlyClosingOption,Monthly Closing Option,System Data,Other System,low,OTHER,No
MonthlyQuota,Monthly Quota,System Data,Other System,low,OTHER,No
MonthlyRecurringRevenue,Monthly Recurring Revenue,System Data,Other System,low,OTHER,No
MonthsOfYear,Months Of Year,Transaction Data,Sales,high,OTHER,No
UserOAuthToken,My Access Token,Setup Data,Users,high,OTHER,No
CUSTOMRECORD_MYCARRIER_PACKAGE,MyCarrier Package,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_MCTMS_PACKAGE_ITEMS,MyCarrier Packed Items,List Data,Items,high,ITEM,Yes
CUSTOMRECORD_TRANSACTION_NATURE,Nature of Transaction,Transaction Data,Bank,medium,TRANSACTION,Yes
CUSTOMRECORD_NOTC,Nature of Transaction Codes,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NAV_CATEGORY,Navigation Category,Setup Data,Marketing,high,CUSTOM,Yes
CUSTOMRECORD_NAV_SHORTCUT,Navigation Shortcut,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NAV_SHORTCUTGROUP,Navigation Shortcut Group,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NAV_SHORTCUT_TOOLTIP,Navigation Shortcut Tooltip,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_WD_NAW_WORKFLOW_EXCEP,NAW workflow exceptions,Transaction Data,Manufacturing,medium,CUSTOM,Yes
NegativeNumberFormat,Negative Number Format,System Data,Other System,low,OTHER,No
CUSTOMRECORD_NS_PS_CUTOV_DETAIL,NetSuite Cutover Details,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NS_PS_MFG_CUTOVER_ITEMS,NetSuite Cutover Items,List Data,Items,high,ITEM,Yes
CUSTOMLIST_NS_PM_MILESTONE_STATUS_LIST,NetSuite Milestone Status List,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_PM_PRIORITY_LIST,NetSuite PM Issue Priorities,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_PM_ISSUE_STATUS_LIST,NetSuite PM Issue Status List,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_PM_ISSUE_TYPE_LIST,NetSuite PM Issue Type List,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_PM_MILESTONE_SCHEDULE,NetSuite PM Milestone Schedule,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_PM_PROJECTYPE,NetSuite PM Project Type,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_PM_RISK_IMPACT_LIST,NetSuite PM Risk Impact List,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_PM_RISK_PROB_LIST,NetSuite PM Risk Prob. List,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_PM_RISK_RESOLUTION_LIST,NetSuite PM Risk Resolutions,Transaction Data,Sales,high,OTHER,No
CUSTOMLIST_NS_PM_RISK_SEVERITY_LIST,NetSuite PM Risk Severity List,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_PM_STATUS_CODE_LIST,NetSuite PM Status Code List,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_PS_ACTION_ITEM_PRIORITY,NetSuite PS AI Priority,List Data,Items,high,ITEM,No
CUSTOMLIST_NS_PS_ACTION_ITEM_STATUS,NetSuite PS AI Status List,List Data,Items,high,ITEM,No
CUSTOMLIST_NS_PS_PROCESS_LIST,NetSuite PS Business Process,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_PS_CUTOVER_STATUS_LIST,NetSuite PS Cutover Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_NS_PS_MEETING_NOTES,NetSuite PS Meeting Notes,List Data,Communications,high,CUSTOM,Yes
CUSTOMLIST_NS_PS_UAT_STATUS_LISTING,NetSuite PS UAT Item Status,List Data,Items,high,OTHER,No
CUSTOMLIST_NS_ONE_CHANGE_LOG_REV_DEC,NetSuite Review Decision,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_PM_ONE_STAGE_LISTING,NetSuite Stage Listing,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_TS_BASE_STATUS_LIST,NetSuite TS Base Status List,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_TS_BUS_PROCESS_LIST,NetSuite TS Bus Process List,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_TS_DEPLOYED_TO_LIST,NetSuite TS Deployed To List,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_TS_FEATURE_LIST,NetSuite TS Feature List,Setup Data,Company,high,OTHER,No
CUSTOMLIST_NS_TS_FIX_TYPE_LIST,NetSuite TS Fix Type List,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_NS_TS_ISSUE_STATUSES,NetSuite TS Issue Statuses,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_NS_TS_ISSUE_TYPE_LIST,NetSuite TS Issue Type Listing,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_TS_PRIORITY_LIST,NetSuite TS Priority List,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NS_TS_TEST_PHASE_LIST,NetSuite TS Test Phase List,Customizations,Custom Lists,high,OTHER,No
NettingSettlement,Netting Settlement,System Data,Other System,low,OTHER,No
NettingStatement,Netting Statement,Transaction Data,Sales,high,OTHER,No
NewsItem,News Item,List Data,Items,high,ITEM,No
Nexus,Nexus,System Data,Other System,low,OTHER,No
CUSTOMRECORDPACKSHIP_NONDELIVERY_SHPMNT,Nondelivery Shipment,Transaction Data,Order Management,high,CUSTOM,Yes
nonInventoryPurchaseItem,Non-inventory Item for Purchase,List Data,Items,high,ITEM,No
nonInventoryResaleItem,Non-inventory Item for Resale,List Data,Items,high,ITEM,No
nonInventorySaleItem,Non-inventory Item for Sale,List Data,Items,high,ITEM,No
nonInventoryItem,Non-inventory Items,List Data,Items,high,ITEM,No
note,Note,List Data,Communications,high,OTHER,No
NoteType,Note Type,List Data,Communications,high,OTHER,No
Notification,Notification,System Data,Other System,low,OTHER,No
CUSTOMRECORD_NSAPM_PTS_SETUPSUMMARY,NSAPM PTS Set Up Summary,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_NSAPM_RPM_SETUP_DATE_RANGE,NSAPM RPM SetUp Date Range,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_NSAPM_RPM_SETUP_GENERAL,NSAPM RPM Setup General,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_NSAPM_RPM_SETUP_RECORDPAGES,NSAPM RPM SetUp Record Pages,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_NSAPM_SETUP_EMPLOYEE_ACCESS,NSAPM Setup Employees Access,Setup Data,Company,high,ENTITY,Yes
CUSTOMRECORD_NSAPM_SETUP_PARENT,NSAPM Setup Parent,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_NSAPM_SETUP_ROLES_ACCESS,NSAPM Setup Roles Access,Setup Data,Company,high,CUSTOM,Yes
CUSTOMLIST_IMPLEM1_FILE_TYPE,NS DMT File Type,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_IMPLEM1_TASK_CATEGORY,NS DMT Task Category,Setup Data,Marketing,high,OTHER,No
NseDailyMetric,NSE Automatic Metrics,System Data,Other System,low,OTHER,No
NseDailyRecordAction,NSE Automatic Record Actions,Customizations,Custom Objects,medium,OTHER,No
NseHierarchy,NSE Element Hierarchy,System Data,Other System,low,OTHER,No
WorkAreaRecordMetric,NSE Work Area Auto Daily Record Metrics,Transaction Data,Manufacturing,medium,OTHER,No
CUSTOMLIST76,NS UAT Language,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST72,NS UAT Markets,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST74,NS UAT Region,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST75,NS UAT Sub Category,Setup Data,Marketing,high,OTHER,No
CUSTOMLIST73,NS UAT Vertical,Setup Data,Marketing,high,OTHER,No
CUSTOMLIST_IMPLEM1_YESNO,NS Yes/No/NA,Customizations,Custom Lists,high,OTHER,No
NumberFormat,Number Format,System Data,Other System,low,OTHER,No
AuthorizationConsent,OAuth 2.0 Authorized Application,System Data,Security,high,OTHER,No
UserAuthorizationConsent,OAuth 2.0 Authorized Application,Setup Data,Users,high,OTHER,No
OAuth2ClientCredentials,OAuth 2.0 Client Credentials,System Data,Security,high,OTHER,No
OcrImportJob,OCR Import Job,Transaction Data,Purchases,high,OTHER,No
OcrImportJobReview,OCR Import Job Review,Transaction Data,Purchases,high,OTHER,No
ocrPlugin,OCR Plugin,System Data,Other System,low,OTHER,No
OnboardingPlan,Onboarding Plan,System Data,Other System,low,OTHER,No
OnboardingTask,Onboarding Task,List Data,Activities,high,OTHER,No
OnboardingTaskContent,Onboarding Task Content,List Data,Activities,high,OTHER,No
ComSearchOneWaySynonym,One-way Synonym,System Data,Other System,low,OTHER,No
CUSTOMLIST_SC_ONHANDCHANGE_ACTION,On Hand Change Action,Customizations,Custom Lists,high,OTHER,No
onlineCaseForm,Online Case Form,System Data,Other System,low,OTHER,No
OnlineFormTemplate,Online Form Template,System Data,Other System,low,OTHER,No
OnlineLeadForm,Online Lead Form,List Data,Relationships,high,OTHER,No
CUSTOMRECORD_EB_OPEN_AR_BY_SALESREP,Open A/R by Sales Rep,Transaction Data,Sales,medium,CUSTOM,Yes
ManufacturingCompletionOperation,Operation,Transaction Data,Manufacturing,high,OTHER,No
OpportunitiesAndEstimates,Opportunities and Estimates,Transaction Data,Purchases,high,OTHER,No
opportunity,Opportunity,Transaction Data,Purchases,high,OTHER,No
orderAllocationStrategy,Order Allocation Strategy,Setup Data,Company,medium,SETUP,No
OrderReleaseLine,Order Release Line,System Data,Other System,low,OTHER,No
OrderReservation,Order Reservation,System Data,Other System,low,OTHER,No
